-2 -65.3916 -65.3916 2 1 0
-1.97785 -65.3681 -65.3681 1 1 0
-1.95579 -65.3445 -65.3445 1 1 0
-1.91196 -65.2972 -65.2972 1 1 0
-1.8577 -65.2378 -65.2378 1 1 0
-1.80405 -65.1781 -65.1781 1 1 0
-1.75099 -65.1182 -65.1182 1 1 0
-1.69854 -65.058 -65.058 1 1 0
-1.64669 -64.9975 -64.9975 1 1 0
-1.59545 -64.9368 -64.9368 1 1 0
-1.54482 -64.8758 -64.8758 1 1 0
-1.49481 -64.8146 -64.8146 1 1 0
-1.4454 -64.7531 -64.7531 1 1 0
-1.39661 -64.6914 -64.6914 1 1 0
-1.34844 -64.6294 -64.6294 1 1 0
-1.30088 -64.5672 -64.5672 1 1 0
-1.25394 -64.5048 -64.5048 1 1 0
-1.20762 -64.4421 -64.4421 1 1 0
-1.16192 -64.3792 -64.3792 1 1 0
-1.11683 -64.3161 -64.3161 1 1 0
-1.07237 -64.2528 -64.2528 1 1 0
-1.02852 -64.1892 -64.1892 1 1 0
-0.985285 -64.1254 -64.1254 1 1 0
-0.942669 -64.0615 -64.0615 1 1 0
-0.900669 -63.9973 -63.9973 1 1 0
-0.859282 -63.9329 -63.9329 1 1 0
-0.818507 -63.8684 -63.8684 1 1 0
-0.778343 -63.8036 -63.8036 1 1 0
-0.738788 -63.7387 -63.7387 1 1 0
-0.699839 -63.6735 -63.6735 1 1 0
-0.661495 -63.6082 -63.6082 1 1 0
-0.623752 -63.5427 -63.5427 1 1 0
-0.586608 -63.4771 -63.4771 1 1 0
-0.550061 -63.4113 -63.4113 1 1 0
-0.514106 -63.3453 -63.3453 1 1 0
-0.478742 -63.2792 -63.2792 1 1 0
-0.443964 -63.2129 -63.2129 1 1 0
-0.409769 -63.1464 -63.1464 1 1 0
-0.376153 -63.0798 -63.0798 1 1 0
-0.343112 -63.0131 -63.0131 1 1 0
-0.310642 -62.9462 -62.9462 1 1 0
-0.27874 -62.8792 -62.8792 1 1 0
-0.2474 -62.812 -62.812 1 1 0
-0.216618 -62.7448 -62.7448 1 1 0
-0.186391 -62.6774 -62.6774 1 1 0
-0.156712 -62.6098 -62.6098 1 1 0
-0.127577 -62.5422 -62.5422 1 1 0
-0.0989818 -62.4744 -62.4744 1 1 0
-0.0709209 -62.4066 -62.4066 1 1 0
-0.0433892 -62.3386 -62.3386 1 1 0
-0.0163816 -62.2705 -62.2705 1 1 0
0.0101072 -62.2023 -62.2023 1 1 0
0.0360825 -62.134 -62.134 1 1 0
0.0615497 -62.0656 -62.0656 1 1 0
0.0865143 -61.9972 -61.9972 1 1 0
0.110982 -61.9286 -61.9286 1 1 0
0.134958 -61.86 -61.86 1 1 0
0.158448 -61.7912 -61.7912 1 1 0
0.181457 -61.7224 -61.7224 1 1 0
0.203992 -61.6535 -61.6535 1 1 0
0.226059 -61.5846 -61.5846 1 1 0
0.247662 -61.5155 -61.5155 1 1 0
0.268808 -61.4464 -61.4464 1 1 0
0.289502 -61.3772 -61.3772 1 1 0
0.309751 -61.308 -61.308 1 1 0
0.329559 -61.2387 -61.2387 1 1 0
0.348934 -61.1693 -61.1693 1 1 0
0.36788 -61.0999 -61.0999 1 1 0
0.386404 -61.0304 -61.0304 1 1 0
0.404511 -60.9608 -60.9608 1 1 0
0.422208 -60.8912 -60.8912 1 1 0
0.439499 -60.8216 -60.8216 1 1 0
0.456391 -60.7519 -60.7519 1 1 0
0.47289 -60.6822 -60.6822 1 1 0
0.489001 -60.6124 -60.6124 1 1 0
0.504729 -60.5425 -60.5425 1 1 0
0.520082 -60.4727 -60.4727 1 1 0
